Server;Apps;PC;DBegin;DEnd;Duration
SRVMV-COMMUN001;Microsoft Excel 2007;XP24065;13/01/2016 16:11;13/01/2016 16:16;00:04:45
SRVMV-COMMUN001;Microsoft Excel 2007;XP24065;13/01/2016 15:40;13/01/2016 16:09;00:29:17
SRVMV-COMMUN001;Mozilla Firefox;XP24065;13/01/2016 15:38;13/01/2016 16:30;00:52:23
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 15:36;13/01/2016 17:02;01:25:25
SRVMV-PDEP001;Abyla VA;SE25153;13/01/2016 15:36;13/01/2016 15:38;00:02:02
SRVMV-SOCIAL001;IODAS-Usager;SE29060;13/01/2016 15:34;13/01/2016 16:05;00:30:42
SRVMV-PDEP001;Abyla VA;SE25153;13/01/2016 15:33;13/01/2016 15:36;00:02:13
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 15:05;13/01/2016 15:29;00:23:53
SRVMV-COMMUN001;Freemind;XP19087;13/01/2016 15:01;13/01/2016 16:51;01:49:41
SRVMV-PDEP001;Abyla PROD;HU29956;13/01/2016 15:00;13/01/2016 15:05;00:05:17
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;13/01/2016 14:39;13/01/2016 14:41;00:01:48
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 14:10;13/01/2016 14:59;00:48:02
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;13/01/2016 14:09;13/01/2016 14:58;00:49:00
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;13/01/2016 14:03;13/01/2016 14:06;00:02:30
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 13:33;13/01/2016 13:58;00:24:22
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 13:06;13/01/2016 13:30;00:23:18
SRVMV-SOCIAL001;IODAS-Usager;SE29060;13/01/2016 12:59;13/01/2016 13:23;00:23:35
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 11:17;13/01/2016 11:57;00:40:24
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;13/01/2016 11:12;13/01/2016 11:51;00:39:00
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;13/01/2016 10:47;13/01/2016 11:40;00:53:35
SRVMV-SOCIAL001;IODAS-Usager;XP18625;13/01/2016 10:44;13/01/2016 12:18;01:33:31
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 10:33;13/01/2016 10:53;00:19:57
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;13/01/2016 10:33;13/01/2016 11:12;00:39:14
SRVMV-SOCIAL001;IODAS-Usager;SE29060;13/01/2016 10:27;13/01/2016 11:13;00:46:17
SRVMV-PDEP001;Abyla PROD;SE28512;13/01/2016 10:03;13/01/2016 10:47;00:44:28
SRVMV-PDEP001;Abyla PROD;SE29067;13/01/2016 09:52;13/01/2016 10:17;00:25:40
SRVMV-COMMUN001;Mozilla Firefox;SE27651;13/01/2016 09:22;13/01/2016 10:13;00:51:13
SRVMV-PDEP001;Abyla PROD;SE29067;13/01/2016 08:36;13/01/2016 08:57;00:21:22
SRVMV-COMMUN001;Picasa;SRVMV-AP10-ADM1;12/01/2016 18:06;12/01/2016 18:06;00:00:17
SRVMV-COMMUN001;Picasa;SRVMV-AP10-ADM1;12/01/2016 18:05;12/01/2016 18:05;00:00:12
SRVMV-COMMUN001;Putty;HTML5 Client;12/01/2016 18:04;12/01/2016 18:04;00:00:08
SRVMV-PDEP001;Abyla PROD;HU31042;12/01/2016 18:02;12/01/2016 18:08;00:06:29
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 17:59;12/01/2016 18:05;00:05:46
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 17:34;12/01/2016 17:37;00:03:17
SRVMV-SOCIAL001;IODAS-Finance_Paie;inconnu;12/01/2016 17:28;12/01/2016 17:30;00:01:40
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 17:18;12/01/2016 17:26;00:08:29
SRVMV-COMMUN001;Mozilla Firefox;SE27651;12/01/2016 17:10;12/01/2016 17:30;00:19:59
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;12/01/2016 17:06;12/01/2016 17:08;00:02:16
SRVMV-RCE001;_AirsDelib;HU31042;12/01/2016 16:41;12/01/2016 16:58;00:17:04
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 16:33;12/01/2016 16:36;00:02:50
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 16:29;12/01/2016 16:33;00:03:37
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 16:17;12/01/2016 16:53;00:35:38
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 16:15;12/01/2016 16:27;00:11:22
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 15:38;12/01/2016 15:59;00:20:54
SRVMV-COMMUN001;Mozilla Firefox;SE27651;12/01/2016 15:32;12/01/2016 17:05;01:33:18
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 15:22;12/01/2016 15:37;00:14:45
SRVMV-SOCIAL001;IODAS-Usager;SE29570;12/01/2016 15:13;12/01/2016 16:38;01:25:20
SRVMV-SOCIAL001;IODAS-Environnement;SE29922;12/01/2016 15:08;12/01/2016 15:26;00:17:28
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 15:06;12/01/2016 15:18;00:12:25
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU31042;12/01/2016 15:04;12/01/2016 15:04;00:00:28
SRVMV-SOCIAL001;IODAS-Environnement;SE29922;12/01/2016 14:44;12/01/2016 15:02;00:17:57
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 14:41;12/01/2016 15:46;01:04:25
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY23130;12/01/2016 14:39;12/01/2016 14:48;00:08:46
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;12/01/2016 14:37;12/01/2016 15:14;00:36:55
SRVMV-SOCIAL001;IODAS-Usager;SE29570;12/01/2016 14:31;12/01/2016 14:53;00:22:54
SRVMV-COMMUN001;Mozilla Firefox;SE27651;12/01/2016 14:28;12/01/2016 14:47;00:19:12
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 14:27;12/01/2016 14:28;00:00:50
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 14:26;12/01/2016 14:27;00:00:37
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;12/01/2016 14:17;12/01/2016 14:43;00:26:05
SRVMV-SOCIAL001;IODAS-Usager;SE27651;12/01/2016 14:17;12/01/2016 14:43;00:26:52
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;12/01/2016 14:16;12/01/2016 14:17;00:00:05
SRVMV-COMMUN001;Internet Explorer;SE27651;12/01/2016 14:13;12/01/2016 14:29;00:15:51
SRVMV-SOCIAL001;IODAS-Usager;SE29060;12/01/2016 13:50;12/01/2016 17:34;03:43:56
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;12/01/2016 13:48;12/01/2016 14:19;00:31:01
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 13:28;12/01/2016 14:26;00:57:57
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 13:20;12/01/2016 13:28;00:08:37
SRVMV-COMMUN001;Internet Explorer;SE27651;12/01/2016 11:56;12/01/2016 12:28;00:31:57
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 11:51;12/01/2016 12:37;00:46:15
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 11:38;12/01/2016 11:51;00:12:48
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26819;12/01/2016 11:12;12/01/2016 11:13;00:00:29
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26819;12/01/2016 11:11;12/01/2016 11:11;00:00:45
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26819;12/01/2016 11:09;12/01/2016 11:10;00:00:36
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26819;12/01/2016 10:59;12/01/2016 11:01;00:01:51
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26875;12/01/2016 10:53;12/01/2016 10:54;00:00:33
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26875;12/01/2016 10:48;12/01/2016 10:49;00:00:51
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26809;12/01/2016 10:43;12/01/2016 10:45;00:01:50
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26853;12/01/2016 10:41;12/01/2016 10:45;00:04:00
SRVMV-SOCIAL001;IODAS-Usager;SE29060;12/01/2016 10:41;12/01/2016 11:58;01:16:56
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26853;12/01/2016 10:40;12/01/2016 10:40;00:00:05
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;12/01/2016 10:40;12/01/2016 11:38;00:58:02
SRVMV-PDEP001;Abyla PROD;XP18718;12/01/2016 10:37;12/01/2016 11:07;00:29:58
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26799;12/01/2016 10:36;12/01/2016 10:37;00:00:54
SRVMV-COMMUN001;Internet Explorer;SE27651;12/01/2016 10:28;12/01/2016 10:54;00:26:09
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/01/2016 10:25;12/01/2016 11:38;01:13:03
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;12/01/2016 10:22;12/01/2016 10:27;00:05:13
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;12/01/2016 10:17;12/01/2016 10:28;00:10:56
SRVMV-SOCIAL001;IODAS-Usager;SE29060;12/01/2016 10:15;12/01/2016 10:34;00:19:26
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26809;12/01/2016 10:15;12/01/2016 10:16;00:01:49
SRVMV-PDEP001;Abyla PROD;SE29067;12/01/2016 10:07;12/01/2016 10:32;00:25:57
SRVMV-SOCIAL001;IODAS-Usager;SE29570;12/01/2016 09:01;12/01/2016 10:59;01:57:48
SRVMV-SOCIAL001;IODAS-Usager;SE29060;12/01/2016 08:55;12/01/2016 10:10;01:14:59
SRVMV-PDEP001;Abyla PROD;SE29067;12/01/2016 08:39;12/01/2016 08:57;00:18:24
SRVMV-PDEP001;Abyla PROD;SE29216;11/01/2016 17:46;11/01/2016 18:17;00:31:12
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;11/01/2016 16:51;11/01/2016 17:01;00:09:56
SRVMV-SOCIAL001;IODAS-Usager;SE29570;11/01/2016 16:20;11/01/2016 17:23;01:03:07
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;11/01/2016 14:49;11/01/2016 15:41;00:52:02
SRVMV-SOCIAL001;IODAS-Usager;SE29060;11/01/2016 14:44;11/01/2016 16:36;01:52:35
SRVMV-SOCIAL001;IODAS-Usager;SE29570;11/01/2016 14:21;11/01/2016 16:08;01:47:45
SRVMV-SOCIAL001;IODAS-Usager;SE29060;11/01/2016 14:07;11/01/2016 14:33;00:26:08
SRVMV-SOCIAL001;IODAS-Usager;XP18625;11/01/2016 13:50;11/01/2016 17:01;03:10:50
SRVMV-COMMUN001;Internet Explorer;XP18623;11/01/2016 13:40;11/01/2016 13:41;00:01:06
SRVMV-COMMUN001;Mozilla Firefox;XP18623;11/01/2016 13:36;11/01/2016 13:36;00:00:04
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;11/01/2016 13:33;11/01/2016 14:48;01:15:45
SRVMV-COMMUN001;Mon Services WEB;XP18623;11/01/2016 13:31;11/01/2016 13:36;00:05:12
SRVMV-COMMUN001;WebMail Lotus;XP18623;11/01/2016 13:31;11/01/2016 13:31;00:00:05
SRVMV-COMMUN001;WebMail Lotus;XP18623;11/01/2016 13:28;11/01/2016 13:31;00:02:31
SRVMV-COMMUN001;Mozilla Firefox;XP18623;11/01/2016 11:36;11/01/2016 11:36;00:00:27
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;11/01/2016 11:30;11/01/2016 12:24;00:53:55
SRVMV-COMMUN001;SID Reporting;XP18623;11/01/2016 11:28;11/01/2016 11:29;00:00:54
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26809;11/01/2016 11:24;11/01/2016 11:27;00:03:16
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18623;11/01/2016 10:50;11/01/2016 11:28;00:37:39
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;11/01/2016 10:50;11/01/2016 11:34;00:43:42
SRVMV-SOCIAL001;IODAS-Usager;XP18623;11/01/2016 10:47;11/01/2016 11:24;00:36:40
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;11/01/2016 10:37;11/01/2016 11:21;00:44:27
SRVMV-COMMUN001;Internet Explorer;XP18623;11/01/2016 10:23;11/01/2016 10:23;00:00:12
SRVMV-PDEP001;Abyla PROD;SE29067;11/01/2016 09:58;11/01/2016 10:32;00:34:38
SRVMV-COMMUN001;Internet Explorer;XP18623;11/01/2016 09:53;11/01/2016 09:53;00:00:01
SRVMV-COMMUN001;Internet Explorer;XP18623;11/01/2016 09:53;11/01/2016 10:11;00:18:02
SRVMV-SOCIAL001;IODAS-Usager;XP18625;11/01/2016 09:41;11/01/2016 12:24;02:43:08
SRVMV-SOCIAL001;IODAS-Usager;SE29060;11/01/2016 09:31;11/01/2016 12:35;03:04:08
SRVMV-SOCIAL001;IODAS-Usager;XP27871;11/01/2016 09:28;11/01/2016 09:28;00:00:15
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;11/01/2016 09:02;11/01/2016 09:27;00:25:14
SRVMV-SOCIAL001;IODAS-Usager;XP18625;11/01/2016 08:58;11/01/2016 09:27;00:28:57
SRVMV-PDEP001;Abyla PROD;HU29372;11/01/2016 08:52;11/01/2016 08:54;00:01:40
SRVMV-PDEP001;Abyla PROD;HU29372;11/01/2016 08:52;11/01/2016 08:54;00:01:43
SRVMV-PDEP001;Abyla PROD;SE29067;11/01/2016 08:30;11/01/2016 08:52;00:22:28
SRVMV-COMMUN001;Notepad++;HU29822;11/01/2016 08:07;11/01/2016 08:24;00:17:14
SRVMV-SOCIAL001;IODAS-Usager;SE29060;08/01/2016 16:06;08/01/2016 16:32;00:26:09
SRVMV-SOCIAL001;IODAS-Usager;SE29060;08/01/2016 15:28;08/01/2016 16:00;00:32:01
SRVMV-PDEP001;Abyla PROD;SE29067;08/01/2016 15:12;08/01/2016 15:16;00:03:58
SRVMV-SOCIAL001;IODAS-Usager;SE29060;08/01/2016 15:06;08/01/2016 15:26;00:20:18
SRVMV-SOCIAL001;IODAS-Usager;SE29060;08/01/2016 14:29;08/01/2016 15:05;00:35:49
SRVMV-PDEP001;Abyla PROD;SE27384;08/01/2016 13:05;08/01/2016 13:48;00:43:01
SRVMV-COMMUN001;Visionneuse RSA;XP18625;08/01/2016 12:09;08/01/2016 12:09;00:00:07
SRVMV-SOCIAL001;Siloxane 1.6.5;XP18625;08/01/2016 12:08;08/01/2016 12:08;00:00:03
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;08/01/2016 12:01;08/01/2016 12:27;00:25:13
SRVMV-COMMUN001;Mozilla Firefox;HU29956;08/01/2016 11:58;08/01/2016 11:59;00:00:41
SRVMV-COMMUN001;Microsoft Word 2007;HU29956;08/01/2016 11:57;08/01/2016 11:58;00:00:09
SRVMV-COMMUN001;Gestor Web;HU29956;08/01/2016 11:56;08/01/2016 11:57;00:00:42
SRVMV-SOCIAL001;IODAS-Usager;XP18625;08/01/2016 11:47;08/01/2016 12:09;00:22:31
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;08/01/2016 11:22;08/01/2016 11:46;00:23:58
SRVMV-PDEP001;Abyla PROD;SE29067;08/01/2016 10:50;08/01/2016 11:22;00:31:55
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;08/01/2016 10:28;08/01/2016 11:19;00:51:11
SRVMV-SOCIAL001;IODAS-Usager;XP18625;08/01/2016 10:27;08/01/2016 11:19;00:51:48
SRVMV-SOCIAL001;IODAS-Usager;SE29060;08/01/2016 10:08;08/01/2016 12:08;01:58:41
SRVMV-SOCIAL001;IODAS-Usager;SE29060;08/01/2016 09:25;08/01/2016 09:53;00:27:17
SRVMV-SOCIAL001;IODAS-Usager;SE29060;08/01/2016 09:22;08/01/2016 09:53;00:30:40
SRVMV-SOCIAL001;IODAS-Usager;SE29570;08/01/2016 08:50;08/01/2016 11:35;02:45:24
SRVMV-COMMUN001;Microsoft Excel 2007;XP21823;08/01/2016 08:28;08/01/2016 08:29;00:00:17
SRVMV-COMMUN001;GED Alfresco;SE29570;08/01/2016 08:23;08/01/2016 08:23;00:00:20
SRVMV-SOCIAL001;IODAS-Usager;SE29570;08/01/2016 08:19;08/01/2016 08:39;00:20:07
SRVMV-COMMUN001;GanttProject;HU29822;07/01/2016 17:51;07/01/2016 17:51;00:00:17
SRVMV-SOCIAL001;IODAS-Usager;SE29060;07/01/2016 17:24;07/01/2016 17:42;00:18:17
SRVMV-SOCIAL001;IODAS-Usager;SE29060;07/01/2016 17:05;07/01/2016 17:06;00:00:48
SRVMV-COMMUN001;Mozilla Firefox;HU29781;07/01/2016 16:55;07/01/2016 16:57;00:02:29
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;07/01/2016 16:52;07/01/2016 17:00;00:08:06
SRVMV-SOCIAL001;IODAS-Usager;SE29570;07/01/2016 16:37;07/01/2016 16:41;00:03:43
SRVMV-SOCIAL001;IODAS-Usager;SE29060;07/01/2016 16:30;07/01/2016 17:05;00:35:25
SRVMV-SOCIAL001;IODAS-Environnement;XP24065;07/01/2016 15:25;07/01/2016 15:28;00:03:33
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;07/01/2016 15:22;07/01/2016 16:42;01:20:51
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/01/2016 15:13;07/01/2016 16:42;01:29:27
SRVMV-LSCE001;LibreOffice Writer;SEMV23631;07/01/2016 15:12;07/01/2016 15:15;00:03:29
SRVMV-LSCE001;Gironde Archive En Ligne;SEMV23631;07/01/2016 15:11;07/01/2016 15:12;00:00:26
SRVMV-COMMUN001;Microsoft Excel 2007;XP24065;07/01/2016 15:11;07/01/2016 15:20;00:09:20
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;07/01/2016 15:07;07/01/2016 15:10;00:03:20
SRVMV-SOCIAL001;IODAS-Environnement;XP24065;07/01/2016 14:44;07/01/2016 15:10;00:26:11
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/01/2016 14:27;07/01/2016 14:49;00:21:55
SRVMV-SOCIAL001;IODAS-Environnement;XP24065;07/01/2016 14:22;07/01/2016 14:31;00:09:00
SRVMV-SOCIAL001;IODAS-Usager;SE29570;07/01/2016 14:04;07/01/2016 16:36;02:32:46
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/01/2016 13:51;07/01/2016 14:20;00:28:32
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/01/2016 13:46;07/01/2016 13:46;00:00:05
SRVMV-COMMUN001;SID Tableau de Bord;XP16566;07/01/2016 13:38;07/01/2016 13:38;00:00:45
SRVMV-COMMUN001;Internet Explorer;SE28243;07/01/2016 13:14;07/01/2016 13:15;00:00:19
SRVMV-SOCIAL001;IODAS-Usager;SE29060;07/01/2016 12:47;07/01/2016 15:40;02:53:09
SRVMV-COMMUN001;Internet Explorer;SE27651;07/01/2016 12:23;07/01/2016 12:45;00:22:13
SRVMV-PDEP001;Abyla PROD;XP18718;07/01/2016 11:59;07/01/2016 12:22;00:22:56
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;07/01/2016 11:29;07/01/2016 12:02;00:32:08
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;07/01/2016 11:29;07/01/2016 12:02;00:32:34
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;07/01/2016 11:13;07/01/2016 11:13;00:00:09
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;07/01/2016 10:59;07/01/2016 11:29;00:30:07
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;07/01/2016 10:52;07/01/2016 11:14;00:21:20
SRVMV-SOCIAL001;IODAS-Usager;SE29060;07/01/2016 10:50;07/01/2016 11:57;01:06:58
SRVMV-COMMUN001;Internet Explorer;SE27651;07/01/2016 10:44;07/01/2016 11:08;00:23:54
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;07/01/2016 10:44;07/01/2016 11:08;00:24:43
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/01/2016 10:38;07/01/2016 12:32;01:54:02
SRVMV-COMMUN001;GED Alfresco;SE29570;07/01/2016 10:26;07/01/2016 10:27;00:00:20
SRVMV-COMMUN001;GED Alfresco;SE29570;07/01/2016 10:26;07/01/2016 10:26;00:00:21
SRVMV-COMMUN001;Internet Explorer;SE27651;07/01/2016 10:23;07/01/2016 10:43;00:20:34
SRVMV-SOCIAL001;IODAS-Usager;SE29060;07/01/2016 10:22;07/01/2016 10:49;00:26:51
SRVMV-PDEP001;DescWord;HTML5 Client;07/01/2016 10:01;07/01/2016 10:07;00:06:01
SRVMV-PDEP001;DescWord;HTML5 Client;07/01/2016 10:00;07/01/2016 10:02;00:01:45
SRVMV-COMMUN001;Microsoft Powerpoint 2007;HU29822;07/01/2016 09:58;07/01/2016 09:58;00:00:09
SRVMV-SOCIAL001;IODAS-Usager;SE29060;07/01/2016 09:35;07/01/2016 10:19;00:44:28
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;07/01/2016 09:30;07/01/2016 10:12;00:42:23
SRVMV-SOCIAL001;IODAS-Usager;XP18625;07/01/2016 09:29;07/01/2016 10:12;00:42:49
SRVMV-COMMUN001;Internet Explorer;SE27651;07/01/2016 09:26;07/01/2016 09:46;00:19:35
SRVMV-COMMUN001;GED Alfresco;SE29570;07/01/2016 09:18;07/01/2016 09:19;00:00:19
SRVMV-SOCIAL001;IODAS-Usager;SE29570;07/01/2016 09:17;07/01/2016 11:49;02:32:12
SRVMV-COMMUN001;Internet Explorer;SE27651;06/01/2016 16:55;06/01/2016 17:31;00:35:18
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;06/01/2016 16:51;06/01/2016 17:31;00:39:24
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;06/01/2016 16:15;06/01/2016 16:46;00:31:00
SRVMV-COMMUN001;Mozilla Firefox;SE27651;06/01/2016 16:10;06/01/2016 16:12;00:01:44
SRVMV-SOCIAL001;IODAS-Usager;SE29060;06/01/2016 16:07;06/01/2016 16:29;00:22:07
SRVMV-SOCIAL001;IODAS-Environnement;SE29060;06/01/2016 16:06;06/01/2016 16:06;00:00:39
SRVMV-PDEP001;Geomap;XP19415;06/01/2016 15:30;06/01/2016 15:44;00:13:57
SRVMV-COMMUN001;Viabilité Hivernale;XP21823;06/01/2016 15:27;06/01/2016 15:28;00:00:20
SRVMV-SOCIAL001;IODAS-Usager;XP18625;06/01/2016 15:09;06/01/2016 16:46;01:37:21
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;06/01/2016 15:05;06/01/2016 15:52;00:47:01
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26819;06/01/2016 15:04;06/01/2016 15:41;00:36:08
SRVMV-COMMUN001;Internet Explorer;SE27651;06/01/2016 15:04;06/01/2016 16:31;01:26:08
SRVMV-SOCIAL001;IODAS-Usager;SE29060;06/01/2016 14:57;06/01/2016 15:49;00:52:23
SRVMV-SOCIAL001;IODAS-Environnement;SE29060;06/01/2016 14:56;06/01/2016 15:49;00:53:15
SRVMV-SOCIAL001;IODAS-Environnement;SE29060;06/01/2016 14:54;06/01/2016 14:56;00:01:45
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;06/01/2016 14:23;06/01/2016 15:21;00:58:13
SRVMV-COMMUN001;Internet Explorer;SE27651;06/01/2016 14:20;06/01/2016 14:42;00:21:50
SRVMV-SOCIAL001;IODAS-Usager;XP18625;06/01/2016 13:55;06/01/2016 14:30;00:35:14
SRVMV-SOCIAL001;IODAS-Usager;XP18625;06/01/2016 13:25;06/01/2016 13:43;00:18:00
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26819;06/01/2016 13:15;06/01/2016 14:01;00:46:23
SRVMV-SOCIAL001;IODAS-Usager;SE29060;06/01/2016 12:38;06/01/2016 13:23;00:45:32
SRVMV-COMMUN001;PEPS33;SE29060;06/01/2016 12:37;06/01/2016 12:37;00:00:19
SRVMV-SOCIAL001;IODAS-Usager;XP18625;06/01/2016 11:55;06/01/2016 12:11;00:15:35
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;06/01/2016 11:46;06/01/2016 12:41;00:54:39
SRVMV-COMMUN001;Internet Explorer;SE27651;06/01/2016 11:16;06/01/2016 11:57;00:40:33
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;06/01/2016 11:15;06/01/2016 11:16;00:01:27
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;06/01/2016 11:01;06/01/2016 11:01;00:00:06
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;06/01/2016 10:58;06/01/2016 10:58;00:00:03
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26875;06/01/2016 10:46;06/01/2016 11:09;00:22:57
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26875;06/01/2016 10:45;06/01/2016 10:46;00:00:47
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26875;06/01/2016 10:45;06/01/2016 11:10;00:24:42
SRVMV-LSCE001;Gironde Archive En Ligne;XPWY26875;06/01/2016 10:42;06/01/2016 10:45;00:02:22
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;06/01/2016 10:30;06/01/2016 11:15;00:44:26
SRVMV-COMMUN001;Internet Explorer;SE27651;06/01/2016 10:28;06/01/2016 10:48;00:20:13
SRVMV-SOCIAL001;IODAS-Environnement;XP18625;06/01/2016 10:26;06/01/2016 11:42;01:16:03
SRVMV-COMMUN001;Phylum Laboratoire;HU27603;06/01/2016 10:21;06/01/2016 10:41;00:20:10
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;06/01/2016 10:12;06/01/2016 11:42;01:30:11
SRVMV-W8NEOT001;Business Objects 6.5;HTML5 Client;06/01/2016 09:19;06/01/2016 09:37;00:17:24
SRVMV-COMMUN001;WebMail Lotus;HU29781;06/01/2016 09:11;06/01/2016 09:27;00:15:33
SRVMV-SOCIAL001;IODAS-Usager;XP18625;06/01/2016 08:34;06/01/2016 11:42;03:08:25
SRVMV-COMMUN001;Internet Explorer;SE27651;05/01/2016 17:58;05/01/2016 18:09;00:10:52
SRVMV-COMMUN001;Internet Explorer;SE27651;05/01/2016 17:45;05/01/2016 17:52;00:06:57
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;05/01/2016 17:01;05/01/2016 17:44;00:42:47
SRVMV-COMMUN001;Internet Explorer;SE27651;05/01/2016 16:55;05/01/2016 17:19;00:24:21
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;05/01/2016 16:55;05/01/2016 17:10;00:15:13
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;05/01/2016 16:43;05/01/2016 17:10;00:27:33
SRVMV-PDEP001;Sumo VA;XP24929;05/01/2016 16:39;05/01/2016 16:42;00:02:47
SRVMV-PDEP001;Sumo;XP24929;05/01/2016 16:39;05/01/2016 16:42;00:03:00
SRVMV-PDEP001;Sumo VA;XP24929;05/01/2016 16:38;05/01/2016 16:42;00:04:35
