Server;Apps;PC;DBegin;DEnd;Duration
SRVMV-COMMUN001;Mozilla Firefox;SE27651;10/02/2016 09:10;10/02/2016 09:59;00:49:22
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;10/02/2016 09:03;10/02/2016 09:21;00:17:56
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;10/02/2016 09:03;10/02/2016 09:04;00:01:01
SRVMV-COMMUN001;Microsoft Excel 2007;NB0060;10/02/2016 09:03;10/02/2016 09:03;00:00:05
SRVMV-SOCIAL001;IODAS-Usager;XP18625;10/02/2016 09:02;10/02/2016 09:44;00:41:40
SRVMV-PDEP001;Abyla PROD;SE29067;10/02/2016 08:53;10/02/2016 09:26;00:32:44
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;10/02/2016 08:49;10/02/2016 09:23;00:33:48
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;10/02/2016 08:31;10/02/2016 09:40;01:09:11
SRVMV-PDEP001;Abyla PROD;HU29956;10/02/2016 08:23;10/02/2016 08:47;00:23:42
SRVMV-COMMUN001;Adobe Reader XI;SE29067;10/02/2016 08:23;10/02/2016 08:23;00:00:10
SRVMV-PDEP001;Abyla PROD;SE29067;10/02/2016 08:17;10/02/2016 08:37;00:20:17
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;10/02/2016 08:16;10/02/2016 08:21;00:04:47
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;10/02/2016 08:16;10/02/2016 08:17;00:01:31
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;10/02/2016 08:11;10/02/2016 08:16;00:04:51
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;10/02/2016 08:08;10/02/2016 08:11;00:02:55
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;09/02/2016 17:19;09/02/2016 17:26;00:07:56
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;09/02/2016 16:38;09/02/2016 16:57;00:18:54
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;09/02/2016 16:36;09/02/2016 16:57;00:21:06
SRVMV-SOCIAL001;IODAS-Usager;XP18796;09/02/2016 16:26;09/02/2016 16:43;00:17:22
SRVMV-COMMUN001;Mozilla Firefox;XP18796;09/02/2016 16:25;09/02/2016 16:25;00:00:09
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;09/02/2016 16:20;09/02/2016 17:12;00:52:35
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;09/02/2016 16:19;09/02/2016 16:57;00:38:10
SRVMV-COMMUN001;Mozilla Firefox;SE27651;09/02/2016 16:17;09/02/2016 17:14;00:57:06
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;09/02/2016 15:57;09/02/2016 16:53;00:55:35
SRVMV-COMMUN001;Microsoft Word 2007;HTML5 Client;09/02/2016 15:56;09/02/2016 16:14;00:18:19
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 15:52;09/02/2016 16:36;00:43:40
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;09/02/2016 15:44;09/02/2016 15:54;00:09:51
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;09/02/2016 15:44;09/02/2016 15:46;00:02:23
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 15:43;09/02/2016 15:52;00:08:58
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 15:40;09/02/2016 15:40;00:00:19
SRVMV-PDEP001;Abyla PROD;SE29067;09/02/2016 15:39;09/02/2016 16:02;00:22:26
SRVMV-COMMUN001;SIG Portuaire;SE29216;09/02/2016 15:34;09/02/2016 15:34;00:00:20
SRVMV-COMMUN001;SIG Portuaire;SE29216;09/02/2016 15:33;09/02/2016 15:34;00:00:20
SRVMV-COMMUN001;Mozilla Firefox;HTML5 Client;09/02/2016 15:30;09/02/2016 15:36;00:05:30
SRVMV-RCE001;DocuShare;HTML5 Client;09/02/2016 15:24;09/02/2016 15:25;00:00:51
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;09/02/2016 15:23;09/02/2016 15:24;00:00:20
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;09/02/2016 15:22;09/02/2016 15:23;00:00:20
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;09/02/2016 15:21;09/02/2016 15:21;00:00:20
SRVMV-COMMUN001;Mozilla Firefox;HU29781;09/02/2016 15:20;09/02/2016 15:21;00:01:22
SRVMV-COMMUN001;Freemind;HU29781;09/02/2016 15:20;09/02/2016 15:20;00:00:10
SRVMV-COMMUN002;Gestor Web;HTML5 Client;09/02/2016 15:19;09/02/2016 15:20;00:00:52
SRVMV-COMMUN002;AIP;HTML5 Client;09/02/2016 15:19;09/02/2016 15:19;00:00:20
SRVMV-RCE001;DocuShare;HTML5 Client;09/02/2016 15:18;09/02/2016 15:18;00:00:10
SRVMV-COMMUN002;Internet Explorer;HTML5 Client;09/02/2016 15:18;09/02/2016 15:18;00:00:18
SRVMV-COMMUN002;Internet Explorer;HTML5 Client;09/02/2016 15:17;09/02/2016 15:17;00:00:20
SRVMV-COMMUN002;SID Reporting;HTML5 Client;09/02/2016 15:15;09/02/2016 15:16;00:01:18
SRVMV-RCE001;Candidatures;inconnu;09/02/2016 15:14;09/02/2016 15:18;00:03:41
SRVMV-RCE001;_DocuShare;HTML5 Client;09/02/2016 15:13;09/02/2016 15:14;00:00:35
SRVMV-RCE001;DocuShare;HTML5 Client;09/02/2016 15:12;09/02/2016 15:14;00:02:12
SRVMV-RCE001;Xemelios v5 ASM;HTML5 Client;09/02/2016 15:11;09/02/2016 15:13;00:01:34
SRVMV-COMMUN002;UltraEdit;HTML5 Client;09/02/2016 15:08;09/02/2016 15:12;00:03:33
SRVMV-COMMUN001;Mozilla Firefox;SE27651;09/02/2016 15:08;09/02/2016 16:17;01:09:03
SRVMV-COMMUN001;UltraEdit;HTML5 Client;09/02/2016 15:08;09/02/2016 15:09;00:01:42
SRVMV-COMMUN002;Gestor Web;HTML5 Client;09/02/2016 15:07;09/02/2016 15:09;00:01:58
SRVMV-COMMUN001;PEPS33;XP18796;09/02/2016 14:53;09/02/2016 14:53;00:00:19
SRVMV-PDEP001;Abyla PROD;SE29067;09/02/2016 14:53;09/02/2016 15:09;00:15:38
SRVMV-COMMUN001;IMDSI;XP18796;09/02/2016 14:53;09/02/2016 14:53;00:00:12
SRVMV-SOCIAL001;Tequila;XP18796;09/02/2016 14:52;09/02/2016 14:53;00:00:06
SRVMV-SOCIAL001;IODAS-EVAPA;XP18796;09/02/2016 14:51;09/02/2016 14:52;00:00:33
SRVMV-RCE001;Xemelios v5 DGCP;SE24998;09/02/2016 14:49;09/02/2016 14:51;00:01:43
SRVMV-COMMUN002;NOVAPRO;172.18.94.11;09/02/2016 14:40;09/02/2016 14:58;00:18:43
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;09/02/2016 14:33;09/02/2016 15:18;00:44:53
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 14:17;09/02/2016 15:33;01:15:59
SRVMV-SOCIAL001;IODAS-Usager;SE27651;09/02/2016 14:14;09/02/2016 14:22;00:08:25
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;09/02/2016 14:14;09/02/2016 14:22;00:08:24
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;09/02/2016 14:14;09/02/2016 14:14;00:00:03
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 14:11;09/02/2016 14:17;00:05:48
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;09/02/2016 14:05;09/02/2016 14:13;00:08:32
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/02/2016 13:59;09/02/2016 16:22;02:23:11
SRVMV-COMMUN002;Microsoft Excel 2007;HTML5 Client;09/02/2016 13:54;09/02/2016 14:24;00:29:57
SRVMV-SOCIAL001;IODAS-Usager;XP18796;09/02/2016 13:47;09/02/2016 16:22;02:35:22
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 13:41;09/02/2016 14:11;00:29:46
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 13:33;09/02/2016 13:41;00:07:53
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 13:30;09/02/2016 13:33;00:02:40
SRVMV-RCE001;Xemelios v5 DGCP;SE24998;09/02/2016 13:03;09/02/2016 13:10;00:07:33
SRVMV-RCE001;Xemelios v5 DGCP;SE24998;09/02/2016 12:59;09/02/2016 13:02;00:03:17
SRVMV-RCE001;Xemelios v5 ASM;SE24998;09/02/2016 12:56;09/02/2016 12:59;00:03:08
SRVMV-RCE001;Xemelios v5 ASM;SE24998;09/02/2016 12:51;09/02/2016 12:55;00:04:42
SRVMV-COMMUN001;Microsoft Excel 2007;SE24998;09/02/2016 12:46;09/02/2016 12:50;00:03:59
SRVMV-COMMUN001;Microsoft Access 2013;SE24998;09/02/2016 12:45;09/02/2016 12:46;00:00:27
SRVMV-COMMUN001;Microsoft Access 2013;SE24998;09/02/2016 12:45;09/02/2016 12:45;00:00:08
SRVMV-COMMUN001;UltraEdit;SE24998;09/02/2016 12:40;09/02/2016 12:42;00:01:57
SRVMV-RCE001;Candidatures;SE24998;09/02/2016 12:39;09/02/2016 12:39;00:00:02
SRVMV-RCE001;Direction des collèges - GCA;SE24998;09/02/2016 12:39;09/02/2016 12:39;00:00:12
SRVMV-RCE001;_DocuShare;SE24998;09/02/2016 12:39;09/02/2016 12:39;00:00:09
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;09/02/2016 12:38;09/02/2016 12:51;00:12:42
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;09/02/2016 12:38;09/02/2016 12:38;00:00:06
SRVMV-RCE001;Gestor;SE24998;09/02/2016 12:36;09/02/2016 12:38;00:02:19
SRVMV-RCE001;Candidatures;SE24998;09/02/2016 12:36;09/02/2016 12:36;00:00:02
SRVMV-COMMUN002;Mozilla Firefox;SE27651;09/02/2016 12:26;09/02/2016 13:08;00:42:12
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 11:50;09/02/2016 12:13;00:22:15
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;09/02/2016 11:24;09/02/2016 11:25;00:01:02
SRVMV-PDEP001;Sumo;HU29956;09/02/2016 11:22;09/02/2016 11:22;00:00:04
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;09/02/2016 11:21;09/02/2016 11:25;00:03:48
SRVMV-PDEP001;Sumo VA;HU29956;09/02/2016 11:20;09/02/2016 11:21;00:01:07
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;09/02/2016 11:19;09/02/2016 11:21;00:01:58
SRVMV-COMMUN001;Internet Explorer;HU31449;09/02/2016 11:15;09/02/2016 11:16;00:00:19
SRVMV-COMMUN001;WebMail Lotus;HU31449;09/02/2016 11:15;09/02/2016 11:21;00:05:08
SRVMV-COMMUN001;UltraEdit;HU31449;09/02/2016 11:12;09/02/2016 11:15;00:02:25
SRVMV-COMMUN001;LibreOffice 5;HTML5 Client;09/02/2016 11:11;09/02/2016 11:12;00:00:09
SRVMV-COMMUN002;Xmind Pro;XP18796;09/02/2016 10:52;09/02/2016 10:54;00:02:07
SRVMV-RCE001;Regards;XP18796;09/02/2016 10:51;09/02/2016 10:51;00:00:05
SRVMV-COMMUN001;OpenOffice Classeur;XP18796;09/02/2016 10:51;09/02/2016 10:51;00:00:18
SRVMV-COMMUN002;WebMail Lotus;XP18796;09/02/2016 10:50;09/02/2016 10:51;00:00:36
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/02/2016 10:47;09/02/2016 11:50;01:03:27
SRVMV-PDEP001;Abyla PROD;SE29067;09/02/2016 10:32;09/02/2016 10:54;00:21:46
SRVMV-SOCIAL001;IODAS-Usager;XP18796;09/02/2016 10:27;09/02/2016 12:37;02:10:28
SRVMV-COMMUN002;PEPS33;XP18796;09/02/2016 10:12;09/02/2016 10:12;00:00:20
SRVMV-SOCIAL001;IODAS-Usager;SE27651;09/02/2016 10:06;09/02/2016 10:08;00:01:17
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;09/02/2016 10:06;09/02/2016 10:06;00:00:05
SRVMV-COMMUN001;Mozilla Firefox;SE27651;09/02/2016 10:03;09/02/2016 10:30;00:26:51
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;09/02/2016 10:00;09/02/2016 10:39;00:39:21
SRVMV-COMMUN002;WebMail Lotus;SE29059;09/02/2016 09:54;09/02/2016 10:11;00:17:01
SRVMV-RCE001;Gestor;SE24998;09/02/2016 09:53;09/02/2016 09:55;00:01:56
SRVMV-COMMUN001;Gestor Web;SE24998;09/02/2016 09:53;09/02/2016 09:54;00:00:36
SRVMV-COMMUN002;PEPS33;XP18796;09/02/2016 09:52;09/02/2016 09:53;00:00:20
SRVMV-COMMUN002;Mozilla Firefox;SE29059;09/02/2016 09:51;09/02/2016 09:54;00:02:51
SRVMV-COMMUN002;OpenOffice Classeur;SE29059;09/02/2016 09:50;09/02/2016 09:51;00:00:09
SRVMV-SOCIAL001;IODAS-Usager;XP18796;09/02/2016 09:50;09/02/2016 10:24;00:33:34
SRVMV-SOCIAL001;IODAS-Usager;SE29059;09/02/2016 09:50;09/02/2016 10:17;00:27:28
SRVMV-SOCIAL001;IODAS-Usager;HTML5 Client;09/02/2016 09:45;09/02/2016 09:45;00:00:06
SRVMV-COMMUN002;WebMail Lotus;HTML5 Client;09/02/2016 09:44;09/02/2016 09:45;00:01:24
SRVMV-COMMUN002;Microsoft Excel 2007;HTML5 Client;09/02/2016 09:43;09/02/2016 09:45;00:01:47
SRVMV-SOCIAL001;IODAS-Usager;HTML5 Client;09/02/2016 09:43;09/02/2016 09:43;00:00:05
SRVMV-COMMUN001;Mozilla Firefox;SE29902;09/02/2016 09:42;09/02/2016 10:05;00:23:20
SRVMV-SOCIAL001;IODAS-Usager;HTML5 Client;09/02/2016 09:41;09/02/2016 09:41;00:00:05
SRVMV-SOCIAL001;IODAS-Usager;HTML5 Client;09/02/2016 09:39;09/02/2016 09:39;00:00:06
SRVMV-SOCIAL001;IODAS-Usager;HTML5 Client;09/02/2016 09:39;09/02/2016 09:39;00:00:02
SRVMV-COMMUN001;Mozilla Firefox;SE29902;09/02/2016 09:27;09/02/2016 09:36;00:09:45
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;09/02/2016 09:15;09/02/2016 09:20;00:04:45
SRVMV-SOCIAL001;IODAS-Usager;SE27651;09/02/2016 09:12;09/02/2016 09:13;00:00:54
SRVMV-COMMUN001;Microsoft Word 2007;HTML5 Client;09/02/2016 09:11;09/02/2016 09:13;00:01:51
SRVMV-COMMUN002;PEPS33;SE27651;09/02/2016 09:09;09/02/2016 09:10;00:00:29
SRVMV-PDEP001;Abyla PROD;SE29067;09/02/2016 09:09;09/02/2016 09:38;00:29:47
SRVMV-PDEP001;Geomap;HTML5 Client;09/02/2016 09:08;09/02/2016 09:14;00:06:13
SRVMV-SOCIAL001;IODAS-Usager;HTML5 Client;09/02/2016 09:04;09/02/2016 09:15;00:11:24
SRVMV-RCE001;Mega;HTML5 Client;09/02/2016 08:59;09/02/2016 09:15;00:16:29
SRVMV-COMMUN002;Mozilla Firefox;SE27651;09/02/2016 08:53;09/02/2016 09:39;00:46:51
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 08:42;09/02/2016 09:16;00:34:09
SRVMV-SOCIAL001;IODAS-Usager;XP18625;09/02/2016 08:42;09/02/2016 08:43;00:00:28
SRVMV-COMMUN002;Mozilla Firefox;SE27651;08/02/2016 17:49;08/02/2016 17:49;00:00:47
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;08/02/2016 17:27;08/02/2016 17:38;00:11:15
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;08/02/2016 17:23;08/02/2016 17:39;00:16:11
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;08/02/2016 17:23;08/02/2016 17:23;00:00:21
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;08/02/2016 17:18;08/02/2016 17:48;00:30:21
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;08/02/2016 17:05;08/02/2016 17:40;00:35:24
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;08/02/2016 16:58;08/02/2016 17:00;00:01:32
SRVMV-PDEP001;Sumo;HU29956;08/02/2016 16:44;08/02/2016 16:44;00:00:08
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;08/02/2016 16:32;08/02/2016 17:18;00:45:22
SRVMV-SOCIAL001;IODAS-Usager;XP18625;08/02/2016 16:17;08/02/2016 17:28;01:11:03
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;08/02/2016 16:14;08/02/2016 17:24;01:10:40
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;08/02/2016 15:27;08/02/2016 16:30;01:02:19
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;08/02/2016 15:25;08/02/2016 16:46;01:21:28
SRVMV-PDEP001;Abyla PROD;HU29956;08/02/2016 15:21;08/02/2016 15:21;00:00:25
SRVMV-PDEP001;Abyla PROD;HU29956;08/02/2016 15:20;08/02/2016 15:21;00:00:20
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;08/02/2016 15:19;08/02/2016 15:40;00:20:24
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;08/02/2016 15:19;08/02/2016 15:23;00:04:11
SRVMV-COMMUN002;Mozilla Firefox;SE27651;08/02/2016 15:18;08/02/2016 17:42;02:23:47
SRVMV-COMMUN001;Microsoft Word 2007;192.168.18.147;08/02/2016 15:18;08/02/2016 15:24;00:06:24
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;08/02/2016 15:16;08/02/2016 15:33;00:16:34
SRVMV-COMMUN002;Microsoft Excel 2007;HTML5 Client;08/02/2016 15:15;08/02/2016 15:19;00:04:12
SRVMV-COMMUN001;Microsoft Excel 2007;HU29065;08/02/2016 15:10;08/02/2016 15:14;00:04:39
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;08/02/2016 15:02;08/02/2016 15:16;00:13:52
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;08/02/2016 14:57;08/02/2016 15:02;00:04:41
SRVMV-COMMUN002;Mozilla Firefox;SE27651;08/02/2016 14:42;08/02/2016 15:13;00:31:05
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;08/02/2016 13:20;08/02/2016 13:20;00:00:11
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;08/02/2016 11:44;08/02/2016 12:36;00:52:14
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;08/02/2016 11:34;08/02/2016 11:42;00:07:22
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;08/02/2016 11:17;08/02/2016 12:32;01:15:28
SRVMV-SOCIAL001;IODAS-Usager;SE27651;08/02/2016 10:57;08/02/2016 11:04;00:07:02
SRVMV-COMMUN001;Internet Explorer;SE27651;08/02/2016 10:23;08/02/2016 12:00;01:36:09
SRVMV-SOCIAL001;IODAS-Usager;XP18625;08/02/2016 10:23;08/02/2016 12:32;02:09:15
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;08/02/2016 10:16;08/02/2016 11:05;00:49:23
SRVMV-COMMUN001;Mozilla Firefox;SE27651;08/02/2016 10:15;08/02/2016 10:15;00:00:09
SRVMV-COMMUN001;Mozilla Firefox;SE27651;08/02/2016 10:15;08/02/2016 10:15;00:00:08
SRVMV-COMMUN001;Mozilla Firefox;SE27651;08/02/2016 09:53;08/02/2016 10:16;00:23:26
SRVMV-COMMUN001;Microsoft Word 2007;HTML5 Client;08/02/2016 09:33;08/02/2016 10:24;00:50:31
SRVMV-COMMUN002;Microsoft Excel 2007;HU31042;08/02/2016 09:23;08/02/2016 09:54;00:30:54
SRVMV-SOCIAL001;IODAS-Usager;XP18625;08/02/2016 09:18;08/02/2016 10:14;00:55:23
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;08/02/2016 08:55;08/02/2016 09:14;00:19:24
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;08/02/2016 08:54;08/02/2016 08:57;00:02:41
SRVMV-SOCIAL001;IODAS-EVAPA;SE27651;08/02/2016 08:53;08/02/2016 08:53;00:00:06
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;08/02/2016 08:48;08/02/2016 09:06;00:17:40
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;08/02/2016 08:31;08/02/2016 08:40;00:08:51
SRVMV-COMMUN001;Putty;172.18.228.11;05/02/2016 18:22;05/02/2016 18:23;00:00:26
SRVMV-COMMUN002;Freemind;HTML5 Client;05/02/2016 18:21;05/02/2016 18:23;00:01:33
SRVMV-W8NEOT001;Business Objects Designer 6.5;HTML5 Client;05/02/2016 18:19;05/02/2016 18:20;00:01:23
SRVMV-SOCIAL001;IODAS-Usager;XP18625;05/02/2016 16:41;05/02/2016 16:42;00:00:39
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;05/02/2016 16:38;05/02/2016 16:42;00:04:15
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 16:13;05/02/2016 16:37;00:24:33
SRVMV-COMMUN002;NOVAPRO;HTML5 Client;05/02/2016 15:53;05/02/2016 15:55;00:02:04
SRVMV-COMMUN001;NOVAPRO;HTML5 Client;05/02/2016 15:50;05/02/2016 15:50;00:00:11
SRVMV-COMMUN002;NOVAPRO;HTML5 Client;05/02/2016 15:46;05/02/2016 15:50;00:04:19
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 15:45;05/02/2016 16:05;00:20:02
SRVMV-COMMUN001;NOVAPRO;HTML5 Client;05/02/2016 15:44;05/02/2016 15:44;00:00:23
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 15:44;05/02/2016 15:45;00:01:05
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 15:42;05/02/2016 15:44;00:01:09
SRVMV-COMMUN001;NOVAPRO;HTML5 Client;05/02/2016 15:42;05/02/2016 15:43;00:00:52
SRVMV-COMMUN001;NOVAPRO;HTML5 Client;05/02/2016 15:39;05/02/2016 15:41;00:02:07
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;05/02/2016 15:32;05/02/2016 15:52;00:19:06
SRVMV-SOCIAL001;IODAS-Usager;SE29902;05/02/2016 15:29;05/02/2016 15:29;00:00:14
SRVMV-COMMUN001;NOVAPRO;WY23130;05/02/2016 15:28;05/02/2016 15:29;00:00:55
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;05/02/2016 15:27;05/02/2016 15:45;00:17:11
SRVMV-COMMUN001;Mozilla Firefox;SE29902;05/02/2016 14:25;05/02/2016 14:25;00:00:04
SRVMV-COMMUN001;Portail_AD33;SE29902;05/02/2016 14:25;05/02/2016 14:25;00:00:06
SRVMV-COMMUN001;Mozilla Firefox;SE29902;05/02/2016 14:25;05/02/2016 14:25;00:00:23
SRVMV-COMMUN002;Mozilla Firefox;SE27651;05/02/2016 14:13;05/02/2016 14:32;00:18:27
SRVMV-COMMUN002;Internet Explorer;SE29570;05/02/2016 14:06;05/02/2016 14:06;00:00:20
SRVMV-COMMUN001;Microsoft Word 2007;HTML5 Client;05/02/2016 12:20;05/02/2016 12:23;00:03:14
SRVMV-COMMUN001;Microsoft Excel 2007;HU31042;05/02/2016 12:14;05/02/2016 12:20;00:06:14
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 11:56;05/02/2016 12:27;00:31:53
SRVMV-COMMUN001;Mozilla Firefox;SE29902;05/02/2016 11:36;05/02/2016 11:36;00:00:17
SRVMV-SOCIAL001;IODAS-Usager;XP18625;05/02/2016 10:57;05/02/2016 11:19;00:22:24
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18625;05/02/2016 10:51;05/02/2016 11:19;00:27:44
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 10:24;05/02/2016 11:23;00:58:36
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 10:23;05/02/2016 10:24;00:01:02
SRVMV-SOCIAL001;IODAS-Usager;SE27651;05/02/2016 10:04;05/02/2016 10:07;00:03:01
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;05/02/2016 09:59;05/02/2016 10:04;00:05:11
SRVMV-SOCIAL001;IODAS-Usager;XP18625;05/02/2016 09:36;05/02/2016 10:51;01:15:21
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;05/02/2016 09:35;05/02/2016 09:38;00:02:26
SRVMV-COMMUN001;Mozilla Firefox;SE27651;05/02/2016 09:33;05/02/2016 09:58;00:24:17
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;05/02/2016 09:31;05/02/2016 11:19;01:48:11
SRVMV-SOCIAL001;IODAS-Usager;SE29902;05/02/2016 09:26;05/02/2016 09:29;00:02:58
SRVMV-SOCIAL001;IODAS-Environnement;SE29902;05/02/2016 09:26;05/02/2016 09:26;00:00:09
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 09:26;05/02/2016 09:45;00:19:12
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 09:25;05/02/2016 09:26;00:01:09
SRVMV-W3NEOT001;GestPharma;SE29902;05/02/2016 09:23;05/02/2016 09:23;00:00:08
SRVMV-SOCIAL001;IODAS-Usager;SE29062;05/02/2016 09:16;05/02/2016 12:18;03:02:11
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;05/02/2016 08:58;05/02/2016 12:18;03:19:42
SRVMV-PDEP001;Abyla PROD;SE29067;05/02/2016 08:47;05/02/2016 09:18;00:31:24
SRVMV-SOCIAL001;IODAS-Usager;XP18625;05/02/2016 08:38;05/02/2016 09:28;00:50:17
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;05/02/2016 08:34;05/02/2016 09:11;00:36:50
SRVMV-SOCIAL001;IODAS-EVAPA;XP24065;04/02/2016 17:04;04/02/2016 17:05;00:00:47
SRVMV-COMMUN001;SID Tableau de Bord;XP24065;04/02/2016 17:02;04/02/2016 17:03;00:00:46
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 16:51;04/02/2016 16:51;00:00:24
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;04/02/2016 16:10;04/02/2016 16:31;00:20:37
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;04/02/2016 15:52;04/02/2016 16:10;00:17:31
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;04/02/2016 15:48;04/02/2016 15:48;00:00:49
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;04/02/2016 15:23;04/02/2016 15:44;00:20:48
SRVMV-COMMUN001;SID Tableau de Bord;WY23130;04/02/2016 15:23;04/02/2016 15:25;00:01:44
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 15:21;04/02/2016 15:44;00:22:52
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 15:17;04/02/2016 15:18;00:00:54
SRVMV-PDEP001;Abyla PROD;SE29067;04/02/2016 15:16;04/02/2016 15:36;00:19:32
SRVMV-SOCIAL001;IODAS-Environnement;SE27651;04/02/2016 14:28;04/02/2016 14:58;00:30:08
SRVMV-COMMUN002;Mozilla Firefox;SE27651;04/02/2016 14:22;04/02/2016 17:08;02:45:43
SRVMV-SOCIAL001;IODAS-EVAPA;HU28897;04/02/2016 14:21;04/02/2016 15:06;00:44:45
SRVMV-SOCIAL001;IODAS-Finance_Paie;HU28897;04/02/2016 14:20;04/02/2016 14:54;00:34:09
